id,year,region,zone,district,kebele,lon,lat,planting_date,season
284,2014,Oromia,North Shoa,Moret and Jiru,Bolo,39.18844444,9.930055556,02/08/2014,Meher-14
285,2014,Oromia,North Shoa,Moret and Jiru,Bolo,39.17480556,9.917916667,29/07/2014,Meher-14
300,2015,Oromia,East Oromia,Gimbichu,Adadi Sembo,39.13997222,9.002027778,01/08/2015,Meher-15
301,2015,Oromia,East Oromia,Gimbichu,Adadi Sembo,39.14427778,9.0115,01/08/2015,Meher-15
302,2015,Oromia,East Oromia,Gimbichu,Adadi Sembo,39.13705556,9.019111111,01/08/2015,Meher-15
303,2015,Oromia,East Oromia,Gimbichu,Adadi Sembo,39.14875,9.010222222,01/08/2015,Meher-15
304,2015,Oromia,East Oromia,Gimbichu,Adadi Sembo,39.13991667,9.014416667,01/08/2015,Meher-15
306,2015,Oromia,East Oromia,Gimbichu,Adadi Sembo,39.13769444,9.0035,01/08/2015,Meher-15
307,2015,Oromia,East Oromia,Gimbichu,Adadi Sembo,39.1375,9.016166667,01/08/2015,Meher-15
309,2015,Oromia,East Oromia,Gimbichu,Adadi Sembo,39.14911111,9.008638889,01/08/2015,Meher-15
310,2015,Oromia,East Oromia,Gimbichu,Adadi Sembo,39.14844444,9.009583333,01/08/2015,Meher-15
311,2015,Oromia,East Oromia,Gimbichu,Adadi Sembo,39.14247222,9.001833333,01/08/2015,Meher-15
313,2015,Oromia,East Oromia,Gimbichu,Adadi Sembo,39.13711111,9.014694444,01/08/2015,Meher-15
315,2015,Oromia,East Oromia,Gimbichu,Adadi Sembo,39.13975,9.003055556,01/08/2015,Meher-15
316,2015,Oromia,East Oromia,Lume,Danse Shambure,39.23772222,8.737833333,01/08/2015,Meher-15
317,2015,Oromia,East Oromia,Lume,Danse Shambure,39.23923611,8.72925,01/08/2015,Meher-15
318,2015,Oromia,East Oromia,Lume,Danse Shambure,39.24036111,8.730194444,01/08/2015,Meher-15
319,2015,Oromia,East Oromia,Lume,Danse Shambure,39.23419444,8.726777778,01/08/2015,Meher-15
320,2015,Oromia,East Oromia,Lume,Danse Shambure,39.23852778,8.729361111,01/08/2015,Meher-15
321,2015,Oromia,East Oromia,Lume,Danse Shambure,39.24269444,8.732444444,01/08/2015,Meher-15
322,2015,Oromia,East Oromia,Lume,Danse Shambure,39.23597222,8.730333333,01/08/2015,Meher-15
324,2015,Oromia,East Oromia,Lume,Danse Shambure,39.23661111,8.73725,01/08/2015,Meher-15
325,2015,Oromia,East Oromia,Lume,Danse Shambure,39.23794444,8.735055556,01/08/2015,Meher-15
326,2015,Oromia,East Oromia,Lume,Danse Shambure,39.23463889,8.735083333,01/08/2015,Meher-15
328,2015,Oromia,East Oromia,Lume,Danse Shambure,39.23975,8.733833333,01/08/2015,Meher-15
329,2015,Oromia,East Oromia,Lume,Danse Shambure,39.24052778,8.731083333,01/08/2015,Meher-15
330,2015,Oromia,East Oromia,Lume,Danse Shambure,39.23880556,8.730777778,01/08/2015,Meher-15
332,2015,Oromia,East Oromia,Lume,Ejere Finchawa,39.22247222,8.784194444,01/08/2015,Meher-15
333,2015,Oromia,East Oromia,Lume,Ejere Finchawa,39.23869444,8.788916667,01/08/2015,Meher-15
334,2015,Oromia,East Oromia,Lume,Ejere Finchawa,39.24280556,8.784361111,01/08/2015,Meher-15
335,2015,Oromia,East Oromia,Lume,Ejere Finchawa,39.23536111,8.784166667,01/08/2015,Meher-15
336,2015,Oromia,East Oromia,Lume,Ejere Finchawa,39.24252778,8.784527778,01/08/2015,Meher-15
337,2015,Oromia,East Oromia,Lume,Ejere Finchawa,39.24336111,8.784166667,01/08/2015,Meher-15
338,2015,Oromia,East Oromia,Lume,Ejere Finchawa,39.23741667,8.786888889,01/08/2015,Meher-15
339,2015,Oromia,East Oromia,Lume,Ejere Finchawa,39.22747222,8.784888889,01/08/2015,Meher-15
340,2015,Oromia,East Oromia,Lume,Ejere Finchawa,39.22908333,8.785777778,01/08/2015,Meher-15
341,2015,Oromia,East Oromia,Lume,Ejere Finchawa,39.24488889,8.785277778,01/08/2015,Meher-15
342,2015,Oromia,East Oromia,Lume,Ejere Finchawa,39.23536111,8.787166667,01/08/2015,Meher-15
343,2015,Oromia,East Oromia,Lume,Ejere Finchawa,39.23036111,8.781944444,01/08/2015,Meher-15
344,2015,Oromia,East Oromia,Lume,Ejere Finchawa,39.23658333,8.788638889,01/08/2015,Meher-15
345,2015,Oromia,East Oromia,Lume,Ejere Finchawa,39.23716667,8.789277778,01/08/2015,Meher-15
346,2015,Oromia,East Oromia,Gimbichu,Fugni,39.078,8.982894444,01/08/2015,Meher-15
347,2015,Oromia,East Oromia,Gimbichu,Fugni,39.08241667,8.973472222,01/08/2015,Meher-15
348,2015,Oromia,East Oromia,Gimbichu,Fugni,39.08561111,8.970139976,01/08/2015,Meher-15
349,2015,Oromia,East Oromia,Gimbichu,Fugni,39.08586111,8.962833333,01/08/2015,Meher-15
350,2015,Oromia,East Oromia,Gimbichu,Fugni,39.08736111,8.962777778,01/08/2015,Meher-15
351,2015,Oromia,East Oromia,Gimbichu,Fugni,39.09488889,8.969194444,01/08/2015,Meher-15
352,2015,Oromia,East Oromia,Gimbichu,Fugni,39.09066667,8.966361111,01/08/2015,Meher-15
354,2015,Oromia,East Oromia,Gimbichu,Fugni,39.08952778,8.966166667,01/08/2015,Meher-15
355,2015,Oromia,East Oromia,Gimbichu,Fugni,39.08294444,8.966888889,01/08/2015,Meher-15
356,2015,Oromia,East Oromia,Gimbichu,Fugni,39.06733333,8.966722222,01/08/2015,Meher-15
357,2015,Oromia,East Oromia,Gimbichu,Fugni,39.08016667,8.974722222,01/08/2015,Meher-15
358,2015,Oromia,East Oromia,Gimbichu,Fugni,39.07761111,8.978194444,01/08/2015,Meher-15
359,2015,Oromia,East Oromia,Gimbichu,Fugni,39.08930556,8.973111111,01/08/2015,Meher-15
360,2015,Oromia,East Oromia,Gimbichu,Fugni,39.07669444,8.969444444,01/08/2015,Meher-15
361,2015,Oromia,East Oromia,Gimbichu,Fugni,39.07938889,8.977361111,01/08/2015,Meher-15
363,2015,Oromia,East Oromia,Gimbichu,Girmi,39.18788889,8.941833333,01/08/2015,Meher-15
364,2015,Oromia,East Oromia,Gimbichu,Girmi,39.17819444,8.951277778,01/08/2015,Meher-15
365,2015,Oromia,East Oromia,Gimbichu,Girmi,39.17519444,8.949916667,01/08/2015,Meher-15
366,2015,Oromia,East Oromia,Gimbichu,Girmi,39.17533333,8.947972222,01/08/2015,Meher-15
367,2015,Oromia,East Oromia,Gimbichu,Girmi,39.17952778,8.949222222,01/08/2015,Meher-15
368,2015,Oromia,East Oromia,Gimbichu,Girmi,39.18033333,8.963638889,01/08/2015,Meher-15
369,2015,Oromia,East Oromia,Gimbichu,Girmi,39.17680556,8.964583333,01/08/2015,Meher-15
370,2015,Oromia,East Oromia,Gimbichu,Girmi,39.17611111,8.964888889,01/08/2015,Meher-15
371,2015,Oromia,East Oromia,Gimbichu,Girmi,39.16563889,8.959222222,01/08/2015,Meher-15
372,2015,Oromia,East Oromia,Gimbichu,Girmi,39.18936111,8.940722222,01/08/2015,Meher-15
373,2015,Oromia,East Oromia,Gimbichu,Girmi,39.18566667,8.94325,01/08/2015,Meher-15
374,2015,Oromia,East Oromia,Gimbichu,Girmi,39.18491667,8.940944444,01/08/2015,Meher-15
375,2015,Oromia,East Oromia,Gimbichu,Girmi,39.18391667,8.941444444,01/08/2015,Meher-15
376,2015,Oromia,East Oromia,Gimbichu,Girmi,39.18886111,8.944194444,01/08/2015,Meher-15
378,2015,Oromia,East Oromia,Gimbichu,Girmi,39.18263889,8.949138889,01/08/2015,Meher-15
379,2015,Oromia,East Oromia,Gimbichu,Girmi,39.17925,8.951583333,01/08/2015,Meher-15
380,2015,Oromia,East Oromia,Gimbichu,Habru meti,39.09416667,8.947027778,01/08/2015,Meher-15
381,2015,Oromia,East Oromia,Gimbichu,Habru meti,39.09655556,8.954,01/08/2015,Meher-15
382,2015,Oromia,East Oromia,Gimbichu,Habru meti,39.08352778,8.944555556,01/08/2015,Meher-15
383,2015,Oromia,East Oromia,Gimbichu,Habru meti,39.093,8.947305556,01/08/2015,Meher-15
384,2015,Oromia,East Oromia,Gimbichu,Habru meti,39.09905556,8.952472222,01/08/2015,Meher-15
385,2015,Oromia,East Oromia,Gimbichu,Habru meti,39.08386111,8.948305556,01/08/2015,Meher-15
386,2015,Oromia,East Oromia,Gimbichu,Habru meti,39.09858333,8.949833333,01/08/2015,Meher-15
387,2015,Oromia,East Oromia,Gimbichu,Habru meti,39.08511111,8.938194444,01/08/2015,Meher-15
389,2015,Oromia,East Oromia,Gimbichu,Habru meti,39.09866667,8.952138889,01/08/2015,Meher-15
390,2015,Oromia,East Oromia,Gimbichu,Habru meti,39.09069444,8.948638889,01/08/2015,Meher-15
391,2015,Oromia,East Oromia,Gimbichu,Habru meti,39.09463889,8.946305556,01/08/2015,Meher-15
392,2015,Oromia,East Oromia,Gimbichu,Habru meti,39.09386111,8.946416667,01/08/2015,Meher-15
393,2014,Oromia,East Oromia,Gimbichu,Habru meti,39.09236111,8.948444444,29/07/2014,Meher-14
394,2015,Oromia,East Oromia,Gimbichu,Habru meti,39.09247222,8.947305556,01/08/2015,Meher-15
395,2015,Oromia,East Oromia,Gimbichu,Habru meti,39.09708333,8.9485,01/08/2015,Meher-15
396,2015,Oromia,East Oromia,Gimbichu,Habru meti,39.08797222,8.945972222,01/08/2015,Meher-15
397,2015,Oromia,East Oromia,Gimbichu,Kersa,39.12910417,9.045572917,29/07/2015,Meher-15
398,2015,Oromia,East Oromia,Gimbichu,Kersa,39.12910417,9.045572917,29/07/2015,Meher-15
399,2015,Oromia,East Oromia,Gimbichu,Kersa,39.12910417,9.045572917,29/07/2015,Meher-15
400,2015,Oromia,East Oromia,Gimbichu,Kersa,39.12910417,9.045572917,29/07/2015,Meher-15
401,2015,Oromia,East Oromia,Gimbichu,Kersa,39.12910417,9.045572917,29/07/2015,Meher-15
402,2015,Oromia,East Oromia,Gimbichu,Kersa,39.12910417,9.045572917,29/07/2015,Meher-15
403,2015,Oromia,East Oromia,Gimbichu,Kersa,39.12910417,9.045572917,29/07/2015,Meher-15
404,2015,Oromia,East Oromia,Gimbichu,Kersa,39.12910417,9.045572917,29/07/2015,Meher-15
405,2015,Oromia,East Oromia,Gimbichu,Kersa,39.12910417,9.045572917,29/07/2015,Meher-15
406,2015,Oromia,East Oromia,Gimbichu,Kersa,39.12910417,9.045572917,29/07/2015,Meher-15
407,2015,Oromia,East Oromia,Gimbichu,Kersa,39.12910417,9.045572917,29/07/2015,Meher-15
408,2015,Oromia,East Oromia,Gimbichu,Kersa,39.12910417,9.045572917,29/07/2015,Meher-15
409,2015,Oromia,East Oromia,Gimbichu,Kersa,39.12910417,9.045572917,29/07/2015,Meher-15
410,2015,Oromia,East Oromia,Gimbichu,Kersa,39.12910417,9.045572917,01/08/2015,Meher-15
411,2015,Oromia,East Oromia,Gimbichu,Kersa,39.12910417,9.045572917,29/07/2015,Meher-15
412,2015,Oromia,East Oromia,Gimbichu,Kersa,39.12910417,9.045572917,29/07/2015,Meher-15
413,2015,Oromia,East Oromia,Gimbichu,Kersa,39.12910417,9.045572917,29/07/2015,Meher-15
414,2015,Oromia,East Oromia,Gimbichu,Koka,39.18208333,9.052638889,01/08/2015,Meher-15
415,2015,Oromia,East Oromia,Gimbichu,Koka,39.17819444,9.060972222,01/08/2015,Meher-15
416,2015,Oromia,East Oromia,Gimbichu,Koka,39.17358333,9.055472222,01/08/2015,Meher-15
417,2015,Oromia,East Oromia,Gimbichu,Koka,39.17186111,9.055472222,01/08/2015,Meher-15
418,2015,Oromia,East Oromia,Gimbichu,Koka,39.16752778,9.050472222,01/08/2015,Meher-15
420,2015,Oromia,East Oromia,Gimbichu,Koka,39.17738889,9.042555556,01/08/2015,Meher-15
421,2015,Oromia,East Oromia,Gimbichu,Koka,39.17916667,9.043722222,01/08/2015,Meher-15
422,2015,Oromia,East Oromia,Gimbichu,Koka,39.18088889,9.053277778,01/08/2015,Meher-15
423,2015,Oromia,East Oromia,Gimbichu,Koka,39.16680556,9.056833333,01/08/2015,Meher-15
425,2015,Oromia,East Oromia,Gimbichu,Koka,39.17269444,9.053138889,01/08/2015,Meher-15
426,2015,Oromia,East Oromia,Gimbichu,Koka,39.17597222,9.057916667,01/08/2015,Meher-15
427,2015,Oromia,East Oromia,Gimbichu,Koka,39.18177778,9.050222222,01/08/2015,Meher-15
428,2015,Oromia,East Oromia,Gimbichu,Koka,39.17991667,9.061111111,01/08/2015,Meher-15
429,2015,Oromia,East Oromia,Gimbichu,Koka,39.1815,9.062277778,01/08/2015,Meher-15
430,2015,Oromia,East Oromia,Gimbichu,Koka,39.17955556,9.043083333,01/08/2015,Meher-15
431,2015,Oromia,East Oromia,Lume,Nanawa,39.24916667,8.755638889,01/08/2015,Meher-15
432,2015,Oromia,East Oromia,Lume,Nanawa,39.25205556,8.767416667,01/08/2015,Meher-15
433,2015,Oromia,East Oromia,Lume,Nanawa,39.25180556,8.762388889,01/08/2015,Meher-15
434,2015,Oromia,East Oromia,Lume,Nanawa,39.23872222,8.755833333,01/08/2015,Meher-15
435,2015,Oromia,East Oromia,Lume,Nanawa,39.24997222,8.762777778,01/08/2015,Meher-15
436,2015,Oromia,East Oromia,Lume,Nanawa,39.24011111,8.773722222,01/08/2015,Meher-15
437,2015,Oromia,East Oromia,Lume,Nanawa,39.24733333,8.761972222,01/08/2015,Meher-15
438,2015,Oromia,East Oromia,Lume,Nanawa,39.23583333,8.755555556,01/08/2015,Meher-15
439,2015,Oromia,East Oromia,Lume,Nanawa,39.23491667,8.758027778,01/08/2015,Meher-15
440,2015,Oromia,East Oromia,Lume,Nanawa,39.24819444,8.756694444,01/08/2015,Meher-15
441,2015,Oromia,East Oromia,Lume,Nanawa,39.25347222,8.768194444,01/08/2015,Meher-15
442,2015,Oromia,East Oromia,Lume,Nanawa,39.25302778,8.767611111,01/08/2015,Meher-15
443,2015,Oromia,East Oromia,Lume,Nanawa,39.25741667,8.773638889,01/08/2015,Meher-15
444,2015,Oromia,East Oromia,Lume,Nanawa,39.24733333,8.773388889,01/08/2015,Meher-15
446,2015,Oromia,East Oromia,Lume,Tility,39.22280324,8.747300926,01/08/2015,Meher-15
447,2015,Oromia,East Oromia,Lume,Tility,39.22280324,8.747300926,01/08/2015,Meher-15
448,2015,Oromia,East Oromia,Lume,Tility,39.22280324,8.747300926,01/08/2015,Meher-15
449,2015,Oromia,East Oromia,Lume,Tility,39.22280324,8.747300926,01/08/2015,Meher-15
450,2015,Oromia,East Oromia,Lume,Tility,39.22280324,8.747300926,01/08/2015,Meher-15
451,2015,Oromia,East Oromia,Lume,Tility,39.22280324,8.747300926,01/08/2015,Meher-15
452,2015,Oromia,East Oromia,Lume,Tility,39.22280324,8.747300926,01/08/2015,Meher-15
453,2015,Oromia,East Oromia,Lume,Tility,39.22280324,8.747300926,01/08/2015,Meher-15
454,2015,Oromia,East Oromia,Lume,Tility,39.22280324,8.747300926,01/08/2015,Meher-15
455,2015,Oromia,East Oromia,Lume,Tility,39.22280324,8.747300926,01/08/2015,Meher-15
456,2015,Oromia,East Oromia,Lume,Tility,39.22280324,8.747300926,01/08/2015,Meher-15
457,2015,Oromia,East Oromia,Lume,Tility,39.22280324,8.747300926,01/08/2015,Meher-15
458,2015,Oromia,East Oromia,Lume,Tility,39.22280324,8.747300926,01/08/2015,Meher-15
459,2015,Oromia,East Oromia,Lume,Tility,39.22280324,8.747300926,01/08/2015,Meher-15
460,2015,Oromia,East Oromia,Lume,Tility,39.22280324,8.747300926,01/08/2015,Meher-15
461,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611,9.009337963,29/07/2015,Meher-15
462,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611,9.009337963,29/07/2015,Meher-15
463,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611,9.009337963,29/07/2015,Meher-15
464,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611,9.009337963,29/07/2015,Meher-15
465,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611,9.009337963,29/07/2015,Meher-15
466,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611,9.009337963,29/07/2015,Meher-15
467,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611,9.009337963,29/07/2015,Meher-15
468,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611,9.009337963,29/07/2015,Meher-15
469,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611,9.009337963,29/07/2015,Meher-15
470,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611,9.009337963,29/07/2015,Meher-15
471,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611,9.009337963,29/07/2015,Meher-15
472,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611,9.009337963,29/07/2015,Meher-15
473,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611,9.009337963,29/07/2015,Meher-15
474,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611,9.009337963,29/07/2015,Meher-15
475,2015,Oromia,East Oromia,Gimbichu,Tulu re'e,39.11523611,9.009337963,29/07/2015,Meher-15
476,2015,Tigray,NA,M/selassie,Hoseya,39.13,13.66277778,01/08/2015,Meher-15
477,2015,Tigray,NA,M/selassie,Hoseya,39.13,13.66277778,01/08/2015,Meher-15
478,2015,Tigray,NA,M/selassie,Hoseya,39.13,13.66277778,01/08/2015,Meher-15
479,2015,Tigray,NA,M/selassie,Hoseya,39.13,13.66277778,01/08/2015,Meher-15
480,2015,Tigray,NA,M/selassie,Hoseya,39.13,13.66277778,01/08/2015,Meher-15
481,2015,Tigray,NA,M/selassie,Hoseya,39.13,13.66277778,01/08/2015,Meher-15
482,2015,Tigray,NA,M/selassie,Hoseya,39.13,13.66277778,01/08/2015,Meher-15
483,2015,Tigray,NA,M/selassie,Hoseya,39.13,13.66277778,01/08/2015,Meher-15
484,2015,Tigray,NA,M/selassie,Hoseya,39.13,13.66277778,01/08/2015,Meher-15
485,2015,Tigray,NA,M/selassie,Hoseya,39.13,13.66277778,01/08/2015,Meher-15
486,2015,Tigray,NA,M/selassie,Hoseya,39.13,13.66277778,01/08/2015,Meher-15
487,2015,Tigray,NA,M/selassie,Hoseya,39.13,13.66277778,01/08/2015,Meher-15
488,2015,Tigray,NA,M/selassie,Hoseya,39.13,13.66277778,01/08/2015,Meher-15
489,2015,Tigray,NA,M/selassie,Hoseya,39.13,13.66277778,01/08/2015,Meher-15
490,2015,Tigray,NA,M/selassie,Hoseya,39.13,13.66277778,01/08/2015,Meher-15
491,2015,Tigray,NA,M/selassie,Hoseya,39.13,13.66277778,01/08/2015,Meher-15
492,2015,Tigray,NA,M/selassie,Hoseya,39.13,13.66277778,01/08/2015,Meher-15
493,2015,Tigray,NA,M/selassie,Guderbo,39.13,13.66277778,01/08/2015,Meher-15
494,2015,Tigray,NA,M/selassie,Guderbo,39.13,13.66277778,01/08/2015,Meher-15
495,2015,Tigray,NA,M/selassie,Guderbo,39.13,13.66277778,01/08/2015,Meher-15
496,2015,Tigray,NA,M/selassie,Guderbo,39.13,13.66277778,01/08/2015,Meher-15
497,2015,Tigray,NA,M/selassie,Guderbo,39.13,13.66277778,01/08/2015,Meher-15
498,2015,Tigray,NA,M/selassie,Guderbo,39.13,13.66277778,01/08/2015,Meher-15
499,2015,Tigray,NA,M/selassie,Guderbo,39.13,13.66277778,01/08/2015,Meher-15
500,2015,Tigray,NA,M/selassie,Guderbo,39.13,13.66277778,01/08/2015,Meher-15
501,2015,Tigray,NA,M/selassie,Guderbo,39.13,13.66277778,01/08/2015,Meher-15
502,2015,Tigray,NA,M/selassie,Guderbo,39.13,13.66277778,01/08/2015,Meher-15
503,2015,Tigray,NA,M/selassie,Guderbo,39.13,13.66277778,01/08/2015,Meher-15
504,2015,Tigray,NA,M/selassie,Guderbo,39.13,13.66277778,01/08/2015,Meher-15
505,2015,Tigray,NA,M/selassie,Guderbo,39.13,13.66277778,01/08/2015,Meher-15
506,2015,Tigray,NA,M/selassie,Guderbo,39.13,13.66277778,01/08/2015,Meher-15
507,2015,Tigray,NA,M/selassie,Guderbo,39.13,13.66277778,01/08/2015,Meher-15
508,2015,Tigray,NA,Melfa_Bowak,Melfa,39.12444444,13.65111111,01/08/2015,Meher-15
509,2015,Tigray,NA,Melfa_Bowak,Melfa,39.12444444,13.65111111,01/08/2015,Meher-15
510,2015,Tigray,NA,Melfa_Bowak,Melfa,39.12444444,13.65111111,01/08/2015,Meher-15
511,2015,Tigray,NA,Melfa_Bowak,Melfa,39.12444444,13.65111111,01/08/2015,Meher-15
512,2015,Tigray,NA,Melfa_Bowak,Melfa,39.12444444,13.65111111,01/08/2015,Meher-15
513,2015,Tigray,NA,Melfa_Bowak,Melfa,39.12444444,13.65111111,01/08/2015,Meher-15
514,2015,Tigray,NA,Melfa_Bowak,Melfa,39.12444444,13.65111111,01/08/2015,Meher-15
515,2015,Tigray,NA,Melfa_Bowak,Melfa,39.12444444,13.65111111,01/08/2015,Meher-15
516,2015,Tigray,NA,Melfa_Bowak,Melfa,39.12444444,13.65111111,01/08/2015,Meher-15
517,2015,Tigray,NA,Melfa_Bowak,Melfa,39.12444444,13.65111111,01/08/2015,Meher-15
518,2015,Tigray,NA,Melfa_Bowak,Melfa,39.12444444,13.65111111,01/08/2015,Meher-15
519,2015,Tigray,NA,Melfa_Bowak,Melfa,39.12444444,13.65111111,01/08/2015,Meher-15
520,2015,Tigray,NA,Melfa_Bowak,Melfa,39.12444444,13.65111111,01/08/2015,Meher-15
521,2015,Tigray,NA,Melfa_Bowak,Melfa,39.12444444,13.65111111,01/08/2015,Meher-15
522,2015,Tigray,NA,Melfa_Bowak,Melfa,39.12444444,13.65111111,01/08/2015,Meher-15
523,2015,Tigray,NA,Melfa_Bowak,Melfa,39.12444444,13.65111111,01/08/2015,Meher-15
524,2015,Tigray,NA,Melfa_Bowak,Melfa,39.12444444,13.65111111,01/08/2015,Meher-15
526,2015,Tigray,NA,Melfa_Bowak,Melfa,39.12444444,13.65111111,01/08/2015,Meher-15
527,2015,Tigray,NA,Melfa_Bowak,Bowak,39.14,13.64611111,01/08/2015,Meher-15
528,2015,Tigray,NA,Melfa_Bowak,Bowak,39.14,13.64611111,01/08/2015,Meher-15
530,2015,Tigray,NA,Melfa_Bowak,Bowak,39.14,13.64611111,01/08/2015,Meher-15
531,2015,Tigray,NA,Melfa_Bowak,Bowak,39.14,13.64611111,01/08/2015,Meher-15
532,2015,Tigray,NA,Melfa_Bowak,Bowak,39.14,13.64611111,01/08/2015,Meher-15
534,2015,Tigray,NA,Melfa_Bowak,Bowak,39.14,13.64611111,01/08/2015,Meher-15
535,2015,Tigray,NA,Melfa_Bowak,Bowak,39.14,13.64611111,01/08/2015,Meher-15
536,2015,Tigray,NA,Melfa_Bowak,Bowak,39.14,13.64611111,01/08/2015,Meher-15
537,2015,Tigray,NA,Melfa_Bowak,Bowak,39.14,13.64611111,01/08/2015,Meher-15
538,2015,Tigray,NA,Melfa_Bowak,Bowak,39.14,13.64611111,01/08/2015,Meher-15
539,2015,Tigray,NA,Melfa_Bowak,Bowak,39.14,13.64611111,01/08/2015,Meher-15
540,2015,Tigray,NA,Melfa_Bowak,Bowak,39.14,13.64611111,01/08/2015,Meher-15
541,2015,Tigray,NA,Melfa_Bowak,Bowak,39.14,13.64611111,01/08/2015,Meher-15
542,2015,Tigray,NA,Melfa_Bowak,Bowak,39.14,13.64611111,01/08/2015,Meher-15
543,2015,Tigray,NA,Melfa_Bowak,Bowak,39.14,13.64611111,01/08/2015,Meher-15
544,2015,Tigray,NA,Melfa_Bowak,Bowak,39.14,13.64611111,01/08/2015,Meher-15
